timestamp,act_lZygomaticusMajorLandmark,act_lDepressorAnguliOrisLandmark,act_lRisoriusLandmark,act_OrbicularisOrisCenter,act_rZygomaticusMajorLandmark,act_rDepressorAnguliOrisLandmark,act_rRisoriusLandmark,act_lFrontalisInsideLandmark,act_LCorrugatorSuperciliiLandmark,act_rFrontalisInsideLandmark,act_RCorrugatorSuperciliiLandmark,act_RLevatorLabiiSuperiorisLandmark,act_LLevatorLabiiSuperiorisLandmark,act_BridgeOfTheNose,act_LDepressorLabiiInferiorisLandmark,act_RDepressorLabiiInferiorisLandmark,act_lFrontalisOuterLandmark,act_rFrontalisOuterLandmark,act_LOrbicularisOculi,act_ROrbicularisOculi,str_lZygomaticusMajorLandmark,str_lDepressorAnguliOrisLandmark,str_lRisoriusLandmark,str_OrbicularisOrisCenter,str_rZygomaticusMajorLandmark,str_rDepressorAnguliOrisLandmark,str_rRisoriusLandmark,str_lFrontalisInsideLandmark,str_LCorrugatorSuperciliiLandmark,str_rFrontalisInsideLandmark,str_RCorrugatorSuperciliiLandmark,str_RLevatorLabiiSuperiorisLandmark,str_LLevatorLabiiSuperiorisLandmark,str_BridgeOfTheNose,str_LDepressorLabiiInferiorisLandmark,str_RDepressorLabiiInferiorisLandmark,str_lFrontalisOuterLandmark,str_rFrontalisOuterLandmark,str_LOrbicularisOculi,str_ROrbicularisOculi,str_JawSlide,iris_LEye_x,iris_LEye_y,iris_REye_x,iris_REye_y
1.5347,0.05758,0.00000,0.03674,0.00000,0.06110,0.00000,0.04870,0.01929,0.02986,0.01358,0.03354,0.05766,0.06322,0.05437,0.02536,0.03385,0.03886,0.03063,0.18922,0.24834,-0.05758,0.00829,-0.03674,0.02852,-0.06110,0.01026,-0.04870,-0.01929,-0.02986,-0.01358,-0.03354,-0.05766,-0.06322,-0.05437,-0.02536,-0.03385,-0.03886,-0.03063,-0.18922,-0.24834,0.01246,-0.01088,0.04961,0.00497,0.02028
1.5737,0.05739,0.00000,0.03633,0.00000,0.06088,0.00000,0.04947,0.01975,0.02936,0.01386,0.03362,0.05749,0.06315,0.05439,0.02405,0.03302,0.04001,0.03160,0.16544,0.21936,-0.05739,0.00891,-0.03633,0.02848,-0.06088,0.01048,-0.04947,-0.01975,-0.02936,-0.01386,-0.03362,-0.05749,-0.06315,-0.05439,-0.02405,-0.03302,-0.04001,-0.03160,-0.16544,-0.21936,0.01266,-0.01100,0.04605,0.00452,0.02111
1.6098,0.05679,0.00000,0.03489,0.00000,0.06029,0.00000,0.05016,0.02015,0.02870,0.01397,0.03374,0.05733,0.06321,0.05467,0.02211,0.03156,0.04134,0.03208,0.13536,0.18516,-0.05679,0.00974,-0.03489,0.02739,-0.06029,0.01098,-0.05016,-0.02015,-0.02870,-0.01397,-0.03374,-0.05733,-0.06321,-0.05467,-0.02211,-0.03156,-0.04134,-0.03208,-0.13536,-0.18516,0.01316,-0.01134,0.04086,0.00445,0.02190
1.6487,0.05673,0.00000,0.03461,0.00000,0.06026,0.00000,0.05041,0.02027,0.02863,0.01415,0.03377,0.05723,0.06322,0.05477,0.02165,0.03123,0.04150,0.03245,0.12506,0.17372,-0.05673,0.00994,-0.03461,0.02706,-0.06026,0.01105,-0.05041,-0.02027,-0.02863,-0.01415,-0.03377,-0.05723,-0.06322,-0.05477,-0.02165,-0.03123,-0.04150,-0.03245,-0.12506,-0.17372,0.01322,-0.01173,0.03661,0.00485,0.01946
1.6856,0.05675,0.00000,0.03457,0.00000,0.06032,0.00000,0.05017,0.02022,0.02860,0.01421,0.03383,0.05734,0.06331,0.05499,0.02058,0.03020,0.04145,0.03285,0.11110,0.15496,-0.05675,0.01072,-0.03457,0.02708,-0.06032,0.01144,-0.05017,-0.02022,-0.02860,-0.01421,-0.03383,-0.05734,-0.06331,-0.05499,-0.02058,-0.03020,-0.04145,-0.03285,-0.11110,-0.15496,0.01302,-0.01294,0.03327,0.00570,0.01855
1.7246,0.05645,0.00000,0.03479,0.00000,0.06033,0.00000,0.05031,0.02045,0.02864,0.01444,0.03383,0.05718,0.06319,0.05485,0.02019,0.02967,0.04175,0.03345,0.09878,0.14554,-0.05645,0.01084,-0.03479,0.02752,-0.06033,0.01154,-0.05031,-0.02045,-0.02864,-0.01444,-0.03383,-0.05718,-0.06319,-0.05485,-0.02019,-0.02967,-0.04175,-0.03345,-0.09878,-0.14554,0.01298,-0.01421,0.03200,0.00605,0.01809
1.7614,0.05608,0.00000,0.03498,0.00000,0.06055,0.00000,0.05095,0.02103,0.02954,0.01491,0.03439,0.05693,0.06303,0.05487,0.01913,0.02870,0.04277,0.03406,0.07354,0.12468,-0.05608,0.00992,-0.03498,0.02871,-0.06055,0.01120,-0.05095,-0.02103,-0.02954,-0.01491,-0.03439,-0.05693,-0.06303,-0.05487,-0.01913,-0.02870,-0.04277,-0.03406,-0.07354,-0.12468,0.01286,-0.01464,0.02835,0.00729,0.01520
1.7999,0.05591,0.00000,0.03515,0.00000,0.06058,0.00000,0.05122,0.02119,0.02997,0.01521,0.03464,0.05737,0.06330,0.05536,0.01806,0.02772,0.04263,0.03415,0.06573,0.11502,-0.05591,0.01003,-0.03515,0.02950,-0.06058,0.01095,-0.05122,-0.02119,-0.02997,-0.01521,-0.03464,-0.05737,-0.06330,-0.05536,-0.01806,-0.02772,-0.04263,-0.03415,-0.06573,-0.11502,0.01281,-0.01481,0.02577,0.00740,0.01334
1.8373,0.05558,0.00000,0.03535,0.00000,0.06004,0.00000,0.05148,0.02101,0.02986,0.01572,0.03412,0.05770,0.06332,0.05555,0.01667,0.02660,0.04171,0.03423,0.05135,0.09650,-0.05558,0.01054,-0.03535,0.03077,-0.06004,0.01051,-0.05148,-0.02101,-0.02986,-0.01572,-0.03412,-0.05770,-0.06332,-0.05555,-0.01667,-0.02660,-0.04171,-0.03423,-0.05135,-0.09650,0.01278,-0.01517,0.02495,0.00736,0.01322
1.8754,0.05546,0.00000,0.03551,0.00000,0.05965,0.00000,0.05164,0.02001,0.03012,0.01534,0.03384,0.05763,0.06316,0.05551,0.01610,0.02627,0.04037,0.03396,0.04388,0.08601,-0.05546,0.01038,-0.03551,0.03146,-0.05965,0.00977,-0.05164,-0.02001,-0.03012,-0.01534,-0.03384,-0.05763,-0.06316,-0.05551,-0.01610,-0.02627,-0.04037,-0.03396,-0.04388,-0.08601,0.01269,-0.01562,0.02396,0.00723,0.01266
1.9126,0.05506,0.00000,0.03594,0.00000,0.05882,0.00000,0.05163,0.01954,0.03063,0.01555,0.03372,0.05830,0.06364,0.05619,0.01458,0.02509,0.03908,0.03392,0.03537,0.07143,-0.05506,0.00970,-0.03594,0.03256,-0.05882,0.00813,-0.05163,-0.01954,-0.03063,-0.01555,-0.03372,-0.05830,-0.06364,-0.05619,-0.01458,-0.02509,-0.03908,-0.03392,-0.03537,-0.07143,0.01259,-0.01569,0.02279,0.00709,0.01245
1.9505,0.05523,0.00000,0.03609,0.00000,0.05847,0.00000,0.05157,0.01955,0.03100,0.01582,0.03375,0.05935,0.06439,0.05711,0.01412,0.02475,0.03871,0.03412,0.03128,0.06531,-0.05523,0.00981,-0.03609,0.03309,-0.05847,0.00725,-0.05157,-0.01955,-0.03100,-0.01582,-0.03375,-0.05935,-0.06439,-0.05711,-0.01412,-0.02475,-0.03871,-0.03412,-0.03128,-0.06531,0.01249,-0.01590,0.02217,0.00696,0.01256
1.9870,0.05585,0.00000,0.03577,0.00000,0.05825,0.00000,0.05132,0.01898,0.03175,0.01551,0.03415,0.05965,0.06449,0.05739,0.01274,0.02366,0.03749,0.03324,0.02496,0.05693,-0.05585,0.01326,-0.03577,0.03343,-0.05825,0.00909,-0.05132,-0.01898,-0.03175,-0.01551,-0.03415,-0.05965,-0.06449,-0.05739,-0.01274,-0.02366,-0.03749,-0.03324,-0.02496,-0.05693,0.01240,-0.01629,0.02152,0.00695,0.01306
2.0270,0.05612,0.00000,0.03502,0.00000,0.05823,0.00000,0.05124,0.01841,0.03213,0.01528,0.03426,0.05971,0.06446,0.05759,0.01191,0.02304,0.03662,0.03304,0.02344,0.05467,-0.05612,0.01489,-0.03502,0.03361,-0.05823,0.00962,-0.05124,-0.01841,-0.03213,-0.01528,-0.03426,-0.05971,-0.06446,-0.05759,-0.01191,-0.02304,-0.03662,-0.03304,-0.02344,-0.05467,0.01237,-0.01638,0.02080,0.00686,0.01274
2.0638,0.05638,0.00000,0.03430,0.00000,0.05812,0.00000,0.05102,0.01758,0.03283,0.01475,0.03478,0.05990,0.06451,0.05802,0.01100,0.02227,0.03542,0.03244,0.02274,0.05259,-0.05638,0.01636,-0.03430,0.03370,-0.05812,0.01034,-0.05102,-0.01758,-0.03283,-0.01475,-0.03478,-0.05990,-0.06451,-0.05802,-0.01100,-0.02227,-0.03542,-0.03244,-0.02274,-0.05259,0.01237,-0.01671,0.01949,0.00692,0.01231
2.1037,0.05653,0.00000,0.03425,0.00000,0.05805,0.00000,0.05096,0.01724,0.03308,0.01455,0.03494,0.06015,0.06460,0.05836,0.01139,0.02256,0.03492,0.03216,0.02096,0.04950,-0.05653,0.01642,-0.03425,0.03378,-0.05805,0.01007,-0.05096,-0.01724,-0.03308,-0.01455,-0.03494,-0.06015,-0.06460,-0.05836,-0.01139,-0.02256,-0.03492,-0.03216,-0.02096,-0.04950,0.01236,-0.01665,0.01940,0.00735,0.01250
2.1412,0.05668,0.00000,0.03428,0.00000,0.05769,0.00000,0.05083,0.01684,0.03327,0.01422,0.03514,0.06042,0.06458,0.05847,0.01184,0.02301,0.03419,0.03183,0.01925,0.04481,-0.05668,0.01709,-0.03428,0.03346,-0.05769,0.00965,-0.05083,-0.01684,-0.03327,-0.01422,-0.03514,-0.06042,-0.06458,-0.05847,-0.01184,-0.02301,-0.03419,-0.03183,-0.01925,-0.04481,0.01229,-0.01666,0.01952,0.00759,0.01275
2.1792,0.05639,0.00000,0.03424,0.00000,0.05671,0.00000,0.05048,0.01698,0.03332,0.01439,0.03524,0.06059,0.06454,0.05847,0.01304,0.02426,0.03418,0.03227,0.01776,0.04015,-0.05639,0.01622,-0.03424,0.03290,-0.05671,0.00792,-0.05048,-0.01698,-0.03332,-0.01439,-0.03524,-0.06059,-0.06454,-0.05847,-0.01304,-0.02426,-0.03418,-0.03227,-0.01776,-0.04015,0.01227,-0.01662,0.02004,0.00780,0.01333
2.2160,0.05498,0.00000,0.03400,0.00000,0.05502,0.00000,0.04990,0.01755,0.03351,0.01533,0.03540,0.06101,0.06458,0.05852,0.01702,0.02784,0.03450,0.03280,0.01456,0.03843,-0.05498,0.01343,-0.03400,0.03141,-0.05502,0.00454,-0.04990,-0.01755,-0.03351,-0.01533,-0.03540,-0.06101,-0.06458,-0.05852,-0.01702,-0.02784,-0.03450,-0.03280,-0.01456,-0.03843,0.01223,-0.01654,0.02057,0.00776,0.01420
2.2557,0.05406,0.00000,0.03361,0.00000,0.05369,0.00000,0.04889,0.01839,0.03363,0.01630,0.03546,0.06118,0.06470,0.05864,0.01813,0.02888,0.03472,0.03344,0.01264,0.03657,-0.05406,0.01273,-0.03361,0.03093,-0.05369,0.00309,-0.04889,-0.01839,-0.03363,-0.01630,-0.03546,-0.06118,-0.06470,-0.05864,-0.01813,-0.02888,-0.03472,-0.03344,-0.01264,-0.03657,0.01198,-0.01655,0.02125,0.00759,0.01510
2.2924,0.05400,0.00000,0.03345,0.00000,0.05310,0.00000,0.04776,0.01898,0.03375,0.01707,0.03548,0.06128,0.06477,0.05866,0.01894,0.02969,0.03485,0.03375,0.00905,0.03374,-0.05400,0.01286,-0.03345,0.03051,-0.05310,0.00248,-0.04776,-0.01898,-0.03375,-0.01707,-0.03548,-0.06128,-0.06477,-0.05866,-0.01894,-0.02969,-0.03485,-0.03375,-0.00905,-0.03374,0.01171,-0.01676,0.02189,0.00720,0.01627
2.3308,0.05409,0.00000,0.03306,0.00000,0.05298,0.00000,0.04738,0.01907,0.03383,0.01723,0.03551,0.06149,0.06486,0.05874,0.01932,0.03029,0.03479,0.03374,0.00823,0.03260,-0.05409,0.01324,-0.03306,0.03011,-0.05298,0.00197,-0.04738,-0.01907,-0.03383,-0.01723,-0.03551,-0.06149,-0.06486,-0.05874,-0.01932,-0.03029,-0.03479,-0.03374,-0.00823,-0.03260,0.01175,-0.01682,0.02184,0.00683,0.01660
2.3679,0.05422,0.00000,0.03288,0.00000,0.05295,0.00000,0.04627,0.01954,0.03398,0.01781,0.03558,0.06164,0.06496,0.05884,0.01872,0.02985,0.03492,0.03401,0.00661,0.03027,-0.05422,0.01404,-0.03288,0.03028,-0.05295,0.00253,-0.04627,-0.01954,-0.03398,-0.01781,-0.03558,-0.06164,-0.06496,-0.05884,-0.01872,-0.02985,-0.03492,-0.03401,-0.00661,-0.03027,0.01183,-0.01738,0.02154,0.00688,0.01660
2.4075,0.05459,0.00000,0.03277,0.00000,0.05326,0.00000,0.04601,0.02007,0.03437,0.01839,0.03595,0.06202,0.06521,0.05919,0.01650,0.02798,0.03543,0.03439,0.01374,0.03630,-0.05459,0.01603,-0.03277,0.03090,-0.05326,0.00394,-0.04601,-0.02007,-0.03437,-0.01839,-0.03595,-0.06202,-0.06521,-0.05919,-0.01650,-0.02798,-0.03543,-0.03439,-0.01374,-0.03630,0.01197,-0.01797,0.01977,0.00632,0.01504
2.4449,0.05626,0.00000,0.03039,0.00000,0.05477,0.00000,0.04327,0.02744,0.03657,0.02481,0.03949,0.06198,0.06505,0.05982,0.01636,0.02783,0.04695,0.04240,0.23020,0.25688,-0.05626,0.01751,-0.03039,0.02739,-0.05477,0.00514,-0.04327,-0.02744,-0.03657,-0.02481,-0.03949,-0.06198,-0.06505,-0.05982,-0.01636,-0.02783,-0.04695,-0.04240,-0.23020,-0.25688,0.01150,-0.00118,-0.06517,0.00561,-0.06545
2.4831,0.05757,0.00000,0.03117,0.00000,0.05619,0.00000,0.04228,0.02741,0.03799,0.02521,0.04085,0.06083,0.06439,0.05934,0.01716,0.02825,0.04710,0.04192,0.46013,0.47549,-0.05757,0.01604,-0.03117,0.02397,-0.05619,0.00578,-0.04228,-0.02741,-0.03799,-0.02521,-0.04085,-0.06083,-0.06439,-0.05934,-0.01716,-0.02825,-0.04710,-0.04192,-0.46013,-0.47549,0.01064,0.01307,-0.21584,-0.00252,-0.21428
2.5201,0.05976,0.00000,0.03240,0.00000,0.06055,0.00000,0.04211,0.02568,0.04247,0.02365,0.04503,0.05824,0.06204,0.05852,0.01510,0.02580,0.04067,0.03556,0.64038,0.64333,-0.05976,0.01450,-0.03240,0.02049,-0.06055,0.00596,-0.04211,-0.02568,-0.04247,-0.02365,-0.04503,-0.05824,-0.06204,-0.05852,-0.01510,-0.02580,-0.04067,-0.03556,-0.64038,-0.64333,0.01006,0.03737,-0.38837,-0.01329,-0.38589
2.5592,0.06075,0.00000,0.03343,0.00000,0.06196,0.00000,0.04277,0.02373,0.04602,0.02238,0.04796,0.05741,0.06146,0.05844,0.01419,0.02455,0.03674,0.03297,0.72278,0.71490,-0.06075,0.01294,-0.03343,0.01920,-0.06196,0.00609,-0.04277,-0.02373,-0.04602,-0.02238,-0.04796,-0.05741,-0.06146,-0.05844,-0.01419,-0.02455,-0.03674,-0.03297,-0.72278,-0.71490,0.00975,0.04192,-0.51608,-0.02001,-0.53508
2.5963,0.05931,0.00000,0.03401,0.00000,0.06094,0.00000,0.04306,0.02201,0.05044,0.02114,0.05208,0.05540,0.05985,0.05742,0.01382,0.02402,0.03349,0.02993,0.80843,0.79458,-0.05931,0.01011,-0.03401,0.01775,-0.06094,0.00535,-0.04306,-0.02201,-0.05044,-0.02114,-0.05208,-0.05540,-0.05985,-0.05742,-0.01382,-0.02402,-0.03349,-0.02993,-0.80843,-0.79458,0.00938,0.04304,-0.74088,-0.03531,-0.79549
2.6348,0.05826,0.00000,0.03401,0.00000,0.06041,0.00000,0.04326,0.02079,0.05249,0.02010,0.05388,0.05467,0.05940,0.05728,0.01335,0.02355,0.03131,0.02783,0.83507,0.81940,-0.05826,0.00828,-0.03401,0.01744,-0.06041,0.00494,-0.04326,-0.02079,-0.05249,-0.02010,-0.05388,-0.05467,-0.05940,-0.05728,-0.01335,-0.02355,-0.03131,-0.02783,-0.83507,-0.81940,0.00939,0.04300,-0.83606,-0.03836,-0.91365
2.6708,0.05789,0.00000,0.03402,0.00000,0.05884,0.00000,0.04208,0.01754,0.05877,0.01873,0.05845,0.05371,0.05845,0.05710,0.01269,0.02324,0.02384,0.02543,0.93411,0.90286,-0.05789,0.00653,-0.03402,0.01489,-0.05884,0.00451,-0.04208,-0.01754,-0.05877,-0.01873,-0.05845,-0.05371,-0.05845,-0.05710,-0.01269,-0.02324,-0.02384,-0.02543,-0.93411,-0.90286,0.00929,0.04304,-1.87560,-0.06064,-3.20403
2.7099,0.05762,0.00000,0.03424,0.00000,0.05741,0.00000,0.04163,0.01540,0.06221,0.01804,0.06046,0.05294,0.05775,0.05735,0.00967,0.02128,0.02075,0.02425,0.91478,0.95386,-0.05762,0.00744,-0.03424,0.01347,-0.05741,0.00370,-0.04163,-0.01540,-0.06221,-0.01804,-0.06046,-0.05294,-0.05775,-0.05735,-0.00967,-0.02128,-0.02075,-0.02425,-0.91478,-0.95386,0.00929,0.04171,18.08720,-0.07281,2.48678
2.7466,0.05703,0.00000,0.03618,0.00000,0.05522,0.00000,0.03970,0.01334,0.06800,0.01718,0.06322,0.05179,0.05550,0.05687,0.01239,0.02387,0.01815,0.02545,0.85808,0.92914,-0.05703,0.00538,-0.03618,0.00880,-0.05522,0.00093,-0.03970,-0.01334,-0.06800,-0.01718,-0.06322,-0.05179,-0.05550,-0.05687,-0.01239,-0.02387,-0.01815,-0.02545,-0.85808,-0.92914,0.00877,0.03880,3.45907,-0.08370,1.22854
2.7854,0.05792,0.00000,0.03775,0.00000,0.05536,0.00126,0.04011,0.01254,0.06918,0.01638,0.06458,0.05111,0.05374,0.05604,0.01293,0.02466,0.01727,0.02578,0.83314,0.91258,-0.05792,0.00691,-0.03775,0.00845,-0.05536,-0.00126,-0.04011,-0.01254,-0.06918,-0.01638,-0.06458,-0.05111,-0.05374,-0.05604,-0.01293,-0.02466,-0.01727,-0.02578,-0.83314,-0.91258,0.00836,0.03831,2.41133,-0.08759,0.97924
2.8229,0.05829,0.00000,0.03720,0.00000,0.05460,0.00090,0.03965,0.01036,0.07131,0.01361,0.06813,0.05022,0.05219,0.05500,0.01206,0.02428,0.01405,0.02521,0.84098,0.90289,-0.05829,0.01209,-0.03720,0.00801,-0.05460,-0.00090,-0.03965,-0.01036,-0.07131,-0.01361,-0.06813,-0.05022,-0.05219,-0.05500,-0.01206,-0.02428,-0.01405,-0.02521,-0.84098,-0.90289,0.00785,0.03800,1.94102,-0.08947,0.95927
2.8622,0.05847,0.00000,0.03737,0.00000,0.05456,0.00093,0.03960,0.00987,0.07083,0.01253,0.06910,0.04974,0.05149,0.05414,0.01293,0.02509,0.01289,0.02469,0.85127,0.89909,-0.05847,0.01309,-0.03737,0.00758,-0.05456,-0.00093,-0.03960,-0.00987,-0.07083,-0.01253,-0.06910,-0.04974,-0.05149,-0.05414,-0.01293,-0.02509,-0.01289,-0.02469,-0.85127,-0.89909,0.00771,0.03786,1.78380,-0.09106,1.01233
2.8993,0.05951,0.00000,0.03804,0.00000,0.05489,0.00000,0.04034,0.00782,0.07120,0.01012,0.07117,0.04960,0.05154,0.05419,0.01288,0.02484,0.01125,0.02349,0.86285,0.89684,-0.05951,0.01511,-0.03804,0.00770,-0.05489,0.00147,-0.04034,-0.00782,-0.07120,-0.01012,-0.07117,-0.04960,-0.05154,-0.05419,-0.01288,-0.02484,-0.01125,-0.02349,-0.86285,-0.89684,0.00760,0.03817,1.67866,-0.09323,1.10169
2.9387,0.05896,0.00000,0.03752,0.00000,0.05427,0.00000,0.04028,0.00550,0.07468,0.00785,0.07439,0.04941,0.05133,0.05450,0.01159,0.02339,0.00874,0.02212,0.86514,0.89577,-0.05896,0.01560,-0.03752,0.00820,-0.05427,0.00230,-0.04028,-0.00550,-0.07468,-0.00785,-0.07439,-0.04941,-0.05133,-0.05450,-0.01159,-0.02339,-0.00874,-0.02212,-0.86514,-0.89577,0.00767,0.03765,1.65076,-0.09258,1.13116
2.9751,0.05867,0.00000,0.03725,0.00000,0.05390,0.00000,0.03965,0.00320,0.07851,0.00507,0.07861,0.04903,0.05105,0.05468,0.01146,0.02284,0.00746,0.02012,0.87971,0.90055,-0.05867,0.01486,-0.03725,0.00821,-0.05390,0.00293,-0.03965,-0.00320,-0.07851,-0.00507,-0.07861,-0.04903,-0.05105,-0.05468,-0.01146,-0.02284,-0.00746,-0.02012,-0.87971,-0.90055,0.00783,0.03718,1.71846,-0.09141,1.26911
3.0135,0.05800,0.00000,0.03624,0.00000,0.05353,0.00000,0.03864,0.00295,0.08048,0.00449,0.08107,0.04885,0.05113,0.05498,0.01128,0.02238,0.00796,0.01874,0.88331,0.90410,-0.05800,0.01395,-0.03624,0.00774,-0.05353,0.00336,-0.03864,-0.00295,-0.08048,-0.00449,-0.08107,-0.04885,-0.05113,-0.05498,-0.01128,-0.02238,-0.00796,-0.01874,-0.88331,-0.90410,0.00792,0.03738,1.78250,-0.08420,1.27937
3.0508,0.05614,0.00000,0.03498,0.00000,0.05370,0.00000,0.03755,0.00163,0.08244,0.00294,0.08304,0.04860,0.05128,0.05539,0.01097,0.02117,0.00676,0.01564,0.88805,0.91109,-0.05614,0.01140,-0.03498,0.00813,-0.05370,0.00359,-0.03755,-0.00163,-0.08244,-0.00294,-0.08304,-0.04860,-0.05128,-0.05539,-0.01097,-0.02117,-0.00676,-0.01564,-0.88805,-0.91109,0.00795,0.03660,1.93536,-0.07816,1.33056
3.0895,0.05596,0.00000,0.03325,0.00000,0.05532,0.00000,0.03694,0.00026,0.08217,0.00050,0.08325,0.04869,0.05233,0.05568,0.01130,0.02080,0.00522,0.00815,0.94725,0.95643,-0.05596,0.00898,-0.03325,0.01016,-0.05532,0.00620,-0.03694,-0.00026,-0.08217,-0.00050,-0.08325,-0.04869,-0.05233,-0.05568,-0.01130,-0.02080,-0.00522,-0.00815,-0.94725,-0.95643,0.00811,0.03352,-12.79086,-0.06882,-3.22499
3.1283,0.05350,0.00000,0.03203,0.00000,0.05457,0.00000,0.03514,0.00209,0.07534,0.00430,0.07202,0.04975,0.05446,0.05523,0.01200,0.02081,0.00637,0.00929,0.36366,0.42930,-0.05350,0.00868,-0.03203,0.01847,-0.05457,0.01001,-0.03514,-0.00209,-0.07534,-0.00430,-0.07202,-0.04975,-0.05446,-0.05523,-0.01200,-0.02081,-0.00637,-0.00929,-0.36366,-0.42930,0.00814,0.01124,0.09442,-0.00359,0.08740
3.1684,0.05255,0.00000,0.03351,0.00000,0.05565,0.00000,0.03438,0.00229,0.07311,0.00548,0.06758,0.05022,0.05548,0.05512,0.01255,0.02123,0.00548,0.00901,0.27488,0.32252,-0.05255,0.00772,-0.03351,0.02110,-0.05565,0.01070,-0.03438,-0.00229,-0.07311,-0.00548,-0.06758,-0.05022,-0.05548,-0.05512,-0.01255,-0.02123,-0.00548,-0.00901,-0.27488,-0.32252,0.00812,0.00661,0.08410,0.00269,0.06716
3.2048,0.05157,0.00000,0.03571,0.00000,0.05380,0.00000,0.03452,0.00259,0.07259,0.00610,0.06624,0.05028,0.05572,0.05502,0.01342,0.02140,0.00559,0.00825,0.14183,0.19841,-0.05157,0.00633,-0.03571,0.02329,-0.05380,0.01138,-0.03452,-0.00259,-0.07259,-0.00610,-0.06624,-0.05028,-0.05572,-0.05502,-0.01342,-0.02140,-0.00559,-0.00825,-0.14183,-0.19841,0.00814,-0.00988,0.06585,0.00447,0.03436
3.2428,0.05099,0.00000,0.03580,0.00000,0.05324,0.00000,0.03466,0.00264,0.07257,0.00585,0.06662,0.05039,0.05580,0.05493,0.01520,0.02217,0.00562,0.00803,0.08831,0.14641,-0.05099,0.00589,-0.03580,0.02388,-0.05324,0.01197,-0.03466,-0.00264,-0.07257,-0.00585,-0.06662,-0.05039,-0.05580,-0.05493,-0.01520,-0.02217,-0.00562,-0.00803,-0.08831,-0.14641,0.00819,-0.01615,0.05650,0.00417,0.02559
3.2815,0.04905,0.00000,0.03478,0.00000,0.05169,0.00000,0.03412,0.00223,0.07342,0.00468,0.06810,0.05027,0.05588,0.05490,0.01659,0.02250,0.00525,0.00612,0.03387,0.09907,-0.04905,0.00386,-0.03478,0.02440,-0.05169,0.01207,-0.03412,-0.00223,-0.07342,-0.00468,-0.06810,-0.05027,-0.05588,-0.05490,-0.01659,-0.02250,-0.00525,-0.00612,-0.03387,-0.09907,0.00845,-0.01892,0.04106,0.00731,0.01279
3.3206,0.04771,0.00000,0.03467,0.00000,0.05109,0.00000,0.03433,0.00171,0.07432,0.00427,0.06861,0.04981,0.05563,0.05484,0.01625,0.02226,0.00469,0.00572,0.00722,0.06234,-0.04771,0.00324,-0.03467,0.02450,-0.05109,0.01193,-0.03433,-0.00171,-0.07432,-0.00427,-0.06861,-0.04981,-0.05563,-0.05484,-0.01625,-0.02226,-0.00469,-0.00572,-0.00722,-0.06234,0.00869,-0.01789,0.03707,0.01097,0.01228
3.3577,0.04468,0.00000,0.03327,0.00000,0.05062,0.00000,0.03544,0.00120,0.07638,0.00391,0.06957,0.04891,0.05485,0.05428,0.01669,0.02216,0.00348,0.00579,0.00000,0.02393,-0.04468,0.00091,-0.03327,0.02400,-0.05062,0.01155,-0.03544,-0.00120,-0.07638,-0.00391,-0.06957,-0.04891,-0.05485,-0.05428,-0.01669,-0.02216,-0.00348,-0.00579,0.01855,-0.02393,0.00898,-0.01731,0.02766,0.01562,0.00871
3.3968,0.04327,0.00000,0.03253,0.00000,0.04976,0.00000,0.03560,0.00028,0.07704,0.00309,0.06981,0.04848,0.05431,0.05392,0.01683,0.02217,0.00216,0.00551,0.00000,0.00000,-0.04327,0.00048,-0.03253,0.02335,-0.04976,0.01133,-0.03560,-0.00028,-0.07704,-0.00309,-0.06981,-0.04848,-0.05431,-0.05392,-0.01683,-0.02217,-0.00216,-0.00551,0.04950,0.02156,0.00912,-0.01758,0.03035,0.01640,0.01374
3.4379,0.04103,0.00000,0.03060,0.00000,0.04833,0.00000,0.03675,0.00053,0.07933,0.00300,0.07153,0.04757,0.05335,0.05334,0.01655,0.02202,0.00283,0.00527,0.00000,0.00000,-0.04103,0.00042,-0.03060,0.02347,-0.04833,0.01068,-0.03675,-0.00053,-0.07933,-0.00300,-0.07153,-0.04757,-0.05335,-0.05334,-0.01655,-0.02202,-0.00283,-0.00527,0.07179,0.04924,0.00916,-0.01941,0.02470,0.01688,0.01385
3.4775,0.04006,0.00000,0.02997,0.00000,0.04692,0.00000,0.03681,0.00060,0.08037,0.00277,0.07291,0.04713,0.05262,0.05290,0.01639,0.02179,0.00270,0.00423,0.00000,0.00000,-0.04006,0.00065,-0.02997,0.02342,-0.04692,0.01009,-0.03681,-0.00060,-0.08037,-0.00277,-0.07291,-0.04713,-0.05262,-0.05290,-0.01639,-0.02179,-0.00270,-0.00423,0.08815,0.07129,0.00914,-0.01932,0.02480,0.01698,0.01589
3.5157,0.03817,0.00019,0.02867,0.00000,0.04516,0.00000,0.03693,0.00061,0.08180,0.00253,0.07447,0.04631,0.05169,0.05233,0.01666,0.02173,0.00265,0.00319,0.00000,0.00000,-0.03817,-0.00019,-0.02867,0.02323,-0.04516,0.00943,-0.03693,-0.00061,-0.08180,-0.00253,-0.07447,-0.04631,-0.05169,-0.05233,-0.01666,-0.02173,-0.00265,-0.00319,0.10144,0.08579,0.00913,-0.01961,0.02301,0.01709,0.01683
