timestamp,act_lZygomaticusMajorLandmark,act_lDepressorAnguliOrisLandmark,act_lRisoriusLandmark,act_OrbicularisOrisCenter,act_rZygomaticusMajorLandmark,act_rDepressorAnguliOrisLandmark,act_rRisoriusLandmark,act_lFrontalisInsideLandmark,act_LCorrugatorSuperciliiLandmark,act_rFrontalisInsideLandmark,act_RCorrugatorSuperciliiLandmark,act_RLevatorLabiiSuperiorisLandmark,act_LLevatorLabiiSuperiorisLandmark,act_BridgeOfTheNose,act_LDepressorLabiiInferiorisLandmark,act_RDepressorLabiiInferiorisLandmark,act_lFrontalisOuterLandmark,act_rFrontalisOuterLandmark,act_LOrbicularisOculi,act_ROrbicularisOculi,str_lZygomaticusMajorLandmark,str_lDepressorAnguliOrisLandmark,str_lRisoriusLandmark,str_OrbicularisOrisCenter,str_rZygomaticusMajorLandmark,str_rDepressorAnguliOrisLandmark,str_rRisoriusLandmark,str_lFrontalisInsideLandmark,str_LCorrugatorSuperciliiLandmark,str_rFrontalisInsideLandmark,str_RCorrugatorSuperciliiLandmark,str_RLevatorLabiiSuperiorisLandmark,str_LLevatorLabiiSuperiorisLandmark,str_BridgeOfTheNose,str_LDepressorLabiiInferiorisLandmark,str_RDepressorLabiiInferiorisLandmark,str_lFrontalisOuterLandmark,str_rFrontalisOuterLandmark,str_LOrbicularisOculi,str_ROrbicularisOculi,str_JawSlide,iris_LEye_x,iris_LEye_y,iris_REye_x,iris_REye_y
32.2703,0.00000,0.00000,0.05070,0.00000,0.00000,0.00000,0.01639,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03482,0.02700,0.00000,0.00000,0.00000,0.00000,0.05831,0.01917,-0.05070,0.09895,0.05468,0.03575,-0.01639,0.02872,0.00916,0.02361,0.01482,0.03984,0.04151,0.17089,-0.03482,-0.02700,0.03754,0.01255,0.34436,0.40012,-0.04631,-0.03054,0.04545,-0.02374,0.04132
32.3086,0.00000,0.00000,0.05091,0.00000,0.00000,0.00000,0.01586,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03391,0.02639,0.00000,0.00000,0.00000,0.00000,0.05971,0.01843,-0.05091,0.09960,0.05525,0.03578,-0.01586,0.03001,0.00940,0.02472,0.01465,0.04035,0.04163,0.17082,-0.03391,-0.02639,0.03956,0.01409,0.34544,0.40052,-0.04655,-0.03038,0.04516,-0.02304,0.04124
32.3480,0.00000,0.00000,0.05089,0.00000,0.00000,0.00000,0.01488,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03301,0.02565,0.00000,0.00000,0.00000,0.00000,0.06067,0.01769,-0.05089,0.09953,0.05578,0.03617,-0.01488,0.03041,0.00996,0.02523,0.01456,0.04100,0.04194,0.17101,-0.03301,-0.02565,0.04037,0.01479,0.34689,0.40078,-0.04690,-0.02991,0.04474,-0.02211,0.04101
32.3864,0.00000,0.00000,0.05000,0.00000,0.00000,0.00000,0.01418,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03253,0.02511,0.00000,0.00000,0.00000,0.00000,0.06162,0.01722,-0.05000,0.09947,0.05623,0.03624,-0.01418,0.03073,0.00991,0.02562,0.01410,0.04154,0.04226,0.17107,-0.03253,-0.02511,0.04087,0.01525,0.34842,0.40132,-0.04696,-0.02971,0.04424,-0.02168,0.04084
32.4270,0.00000,0.00000,0.04829,0.00000,0.00000,0.00000,0.01308,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03223,0.02466,0.00000,0.00000,0.00000,0.00000,0.06281,0.01771,-0.04829,0.09928,0.05712,0.03614,-0.01308,0.03074,0.00996,0.02575,0.01382,0.04218,0.04272,0.17125,-0.03223,-0.02466,0.04073,0.01552,0.34989,0.40163,-0.04719,-0.02919,0.04374,-0.02140,0.04071
32.4668,0.00000,0.00000,0.04708,0.00000,0.00000,0.00000,0.01149,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03251,0.02468,0.00000,0.00000,0.00000,0.00000,0.06343,0.01774,-0.04708,0.09892,0.05776,0.03628,-0.01149,0.03024,0.01071,0.02554,0.01416,0.04280,0.04307,0.17153,-0.03251,-0.02468,0.03986,0.01546,0.35275,0.40373,-0.04764,-0.02856,0.04345,-0.02119,0.04078
32.5077,0.00000,0.00000,0.04579,0.00000,0.00000,0.00000,0.01051,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03255,0.02459,0.00000,0.00000,0.00000,0.00000,0.06381,0.01784,-0.04579,0.09803,0.05807,0.03639,-0.01051,0.02986,0.01118,0.02522,0.01451,0.04366,0.04360,0.17176,-0.03255,-0.02459,0.03939,0.01502,0.35597,0.40584,-0.04805,-0.02758,0.04347,-0.02078,0.04092
32.5470,0.00000,0.00000,0.04573,0.00000,0.00000,0.00000,0.00989,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03220,0.02398,0.00000,0.00000,0.00000,0.00000,0.06427,0.01878,-0.04573,0.09874,0.05895,0.03710,-0.00989,0.03000,0.01130,0.02572,0.01451,0.04446,0.04400,0.17229,-0.03220,-0.02398,0.03967,0.01625,0.35615,0.40625,-0.04841,-0.02761,0.04321,-0.02096,0.04080
32.5862,0.00000,0.00000,0.04494,0.00000,0.00000,0.00000,0.00919,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03231,0.02372,0.00000,0.00000,0.00000,0.00000,0.06476,0.01890,-0.04494,0.09881,0.05923,0.03761,-0.00919,0.02997,0.01142,0.02577,0.01457,0.04537,0.04447,0.17282,-0.03231,-0.02372,0.03964,0.01651,0.35636,0.40685,-0.04864,-0.02724,0.04300,-0.02100,0.04081
32.6254,0.00000,0.00000,0.04465,0.00000,0.00000,0.00000,0.00886,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03311,0.02411,0.00000,0.00000,0.00000,0.00000,0.06530,0.01804,-0.04465,0.09988,0.05943,0.03772,-0.00886,0.03008,0.01148,0.02590,0.01441,0.04660,0.04511,0.17348,-0.03311,-0.02411,0.04022,0.01671,0.35653,0.40633,-0.04893,-0.02728,0.04281,-0.02119,0.04066
32.6659,0.00000,0.00000,0.04440,0.00000,0.00000,0.00000,0.00838,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03320,0.02376,0.00000,0.00000,0.00000,0.00000,0.06546,0.01819,-0.04440,0.10157,0.05963,0.03797,-0.00838,0.02986,0.01165,0.02566,0.01454,0.04761,0.04606,0.17369,-0.03320,-0.02376,0.04027,0.01624,0.35640,0.40619,-0.04953,-0.02666,0.04275,-0.02103,0.04066
32.7062,0.00000,0.00000,0.04303,0.00000,0.00000,0.00000,0.00645,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03352,0.02397,0.00000,0.00000,0.00000,0.00000,0.06534,0.01902,-0.04303,0.10043,0.05951,0.03840,-0.00645,0.02931,0.01168,0.02501,0.01437,0.04803,0.04675,0.17413,-0.03352,-0.02397,0.03976,0.01577,0.35434,0.40012,-0.05007,-0.01725,0.04123,-0.01730,0.04006
32.7460,0.00000,0.00000,0.04106,0.00000,0.00000,0.00000,0.00636,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03446,0.02442,0.00000,0.00000,0.00000,0.00000,0.06639,0.01844,-0.04106,0.09965,0.05941,0.03844,-0.00636,0.02926,0.01167,0.02526,0.01409,0.04827,0.04686,0.17427,-0.03446,-0.02442,0.03919,0.01761,0.35138,0.38874,-0.05007,-0.00655,0.03891,-0.00986,0.03948
32.7852,0.00000,0.00000,0.04014,0.00000,0.00000,0.00000,0.00655,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03442,0.02406,0.00000,0.00000,0.00000,0.00000,0.06751,0.01826,-0.04014,0.09925,0.05984,0.03841,-0.00655,0.02947,0.01182,0.02594,0.01358,0.04857,0.04698,0.17433,-0.03442,-0.02406,0.03886,0.01945,0.34764,0.38175,-0.05003,0.00091,0.03745,-0.00488,0.03836
32.8270,0.00000,0.00000,0.03828,0.00000,0.00000,0.00000,0.00641,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03422,0.02380,0.00000,0.00000,0.00000,0.00000,0.06820,0.01824,-0.03828,0.09822,0.05988,0.03874,-0.00641,0.02944,0.01207,0.02624,0.01325,0.04942,0.04728,0.17438,-0.03422,-0.02380,0.03867,0.02115,0.34435,0.37517,-0.04988,0.00431,0.03589,-0.00078,0.03725
32.8659,0.00000,0.00000,0.03585,0.00000,0.00000,0.00000,0.00629,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03382,0.02344,0.00000,0.00000,0.00000,0.00000,0.06880,0.01905,-0.03585,0.09691,0.05992,0.03909,-0.00629,0.02970,0.01215,0.02687,0.01280,0.04965,0.04732,0.17436,-0.03382,-0.02344,0.03847,0.02239,0.34351,0.37293,-0.04968,0.00628,0.03514,0.00071,0.03659
32.9078,0.00000,0.00000,0.03367,0.00000,0.00000,0.00000,0.00620,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03277,0.02359,0.00000,0.00000,0.00000,0.00000,0.06976,0.02105,-0.03367,0.09521,0.05977,0.03947,-0.00620,0.03044,0.01180,0.02790,0.01196,0.04954,0.04714,0.17507,-0.03277,-0.02359,0.03894,0.02400,0.34430,0.37356,-0.04902,0.00763,0.03471,0.00243,0.03620
32.9477,0.00000,0.00000,0.03178,0.00000,0.00000,0.00000,0.00568,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03073,0.02334,0.00000,0.00000,0.00000,0.00000,0.07086,0.02457,-0.03178,0.09459,0.05998,0.03976,-0.00568,0.03089,0.01176,0.02856,0.01145,0.04956,0.04709,0.17588,-0.03073,-0.02334,0.03966,0.02559,0.34419,0.37430,-0.04873,0.00791,0.03475,0.00409,0.03557
32.9880,0.00000,0.00000,0.02959,0.00000,0.00000,0.00000,0.00526,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03048,0.02385,0.00000,0.00000,0.00000,0.00000,0.07175,0.02633,-0.02959,0.09453,0.06020,0.04013,-0.00526,0.03146,0.01162,0.02937,0.01088,0.04990,0.04717,0.17706,-0.03048,-0.02385,0.04033,0.02677,0.34307,0.37338,-0.04870,0.00838,0.03458,0.00567,0.03521
33.0267,0.00000,0.00000,0.02878,0.00000,0.00000,0.00000,0.00476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03039,0.02396,0.00000,0.00000,0.00000,0.00000,0.07230,0.02666,-0.02878,0.09429,0.06055,0.03996,-0.00476,0.03184,0.01169,0.03007,0.01056,0.05043,0.04748,0.17739,-0.03039,-0.02396,0.04107,0.02815,0.34348,0.37294,-0.04877,0.00885,0.03437,0.00655,0.03495
33.0667,0.00000,0.00000,0.02679,0.00000,0.00000,0.00000,0.00402,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02919,0.02495,0.00000,0.00000,0.00000,0.00000,0.07328,0.03254,-0.02679,0.09367,0.06129,0.04080,-0.00402,0.03269,0.01175,0.03080,0.01053,0.05041,0.04758,0.18174,-0.02919,-0.02495,0.04293,0.02909,0.34515,0.37555,-0.04894,0.00922,0.03492,0.00709,0.03500
33.1056,0.00000,0.00000,0.03214,0.00000,0.00000,0.00000,0.00970,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04454,0.03792,0.00000,0.00000,0.00000,0.00000,0.07486,0.02281,-0.03214,0.09793,0.06174,0.03151,-0.00970,0.03286,0.01180,0.03093,0.01113,0.05007,0.04832,0.18827,-0.04454,-0.03792,0.04301,0.03036,0.34164,0.37565,-0.04601,0.01671,0.03412,0.00984,0.03457
33.1455,0.00000,0.00000,0.02919,0.00000,0.00000,0.00000,0.00929,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06190,0.05489,0.00000,0.00000,0.00000,0.00000,0.07615,0.01629,-0.02919,0.09515,0.07069,0.00632,-0.00929,0.03272,0.01121,0.02965,0.01415,0.04808,0.04848,0.19634,-0.06190,-0.05489,0.04246,0.02815,0.33817,0.39187,-0.03949,0.01761,0.03230,0.00968,0.03378
33.1839,0.00000,0.00000,0.01740,0.00000,0.00000,0.01516,0.01501,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07015,0.06516,0.00000,0.00000,0.00000,0.00000,0.08000,0.01197,-0.01740,0.08365,0.07579,-0.01516,-0.01501,0.03318,0.01040,0.02924,0.01584,0.04717,0.05100,0.19939,-0.07015,-0.06516,0.04257,0.02803,0.33568,0.39602,-0.02767,0.01886,0.02979,0.00973,0.03279
33.2236,0.00000,0.00000,0.00637,0.00000,0.00000,0.03916,0.01978,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08307,0.08101,0.00000,0.00000,0.00000,0.00000,0.08351,0.00739,-0.00637,0.08388,0.08200,-0.03916,-0.01978,0.03390,0.00808,0.02841,0.01801,0.04502,0.05269,0.20619,-0.08307,-0.08101,0.04257,0.02829,0.33337,0.41037,-0.01609,0.02021,0.02566,0.01008,0.03050
33.2637,0.00000,0.00000,0.00114,0.00000,0.00000,0.04457,0.01598,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08475,0.07942,0.00000,0.00000,0.00000,0.00000,0.08409,0.00314,-0.00114,0.08942,0.08353,-0.04457,-0.01598,0.03252,0.00854,0.02726,0.01958,0.04514,0.05712,0.20403,-0.08475,-0.07942,0.04164,0.02923,0.32428,0.40808,-0.01045,0.02100,0.02295,0.00865,0.02814
33.3040,0.00000,0.01078,0.00000,0.00000,0.00000,0.06379,0.02679,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.09112,0.08959,0.00000,0.00000,0.00000,0.00000,0.08477,-0.01078,0.00054,0.09548,0.08424,-0.06379,-0.02679,0.03230,0.00656,0.02609,0.02112,0.04374,0.06118,0.19783,-0.09112,-0.08959,0.03752,0.02840,0.28262,0.38182,0.00263,0.02178,0.01639,0.00772,0.02025
33.3442,0.00000,0.02359,0.00000,0.00000,0.00000,0.07505,0.03390,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.08845,0.08972,0.00000,0.00000,0.00000,0.00000,0.08512,-0.02359,0.00281,0.10198,0.08286,-0.07505,-0.03390,0.03171,0.00069,0.02502,0.01891,0.04250,0.06183,0.18803,-0.08845,-0.08972,0.03564,0.03184,0.24676,0.34062,0.00951,0.02172,0.00987,0.00737,0.01344
33.3832,0.00000,0.02331,0.00000,0.00000,0.00000,0.07816,0.03673,0.00000,0.00328,0.00000,0.00000,0.00000,0.00000,0.00000,0.08018,0.08369,0.00000,0.00000,0.00000,0.00000,0.08552,-0.02331,0.01014,0.10512,0.08088,-0.07816,-0.03673,0.03221,-0.00328,0.02534,0.01759,0.04137,0.06312,0.18019,-0.08018,-0.08369,0.03514,0.03470,0.22774,0.32579,0.01537,0.02218,0.00878,0.00699,0.01161
33.4242,0.00000,0.01713,0.00000,0.00000,0.00000,0.08100,0.04144,0.00000,0.00656,0.00000,0.00000,0.00000,0.00000,0.00000,0.07655,0.08260,0.00000,0.00000,0.00000,0.00000,0.08246,-0.01713,0.01315,0.10599,0.07870,-0.08100,-0.04144,0.03462,-0.00656,0.02756,0.01594,0.03972,0.06366,0.17574,-0.07655,-0.08260,0.03561,0.03730,0.21120,0.30904,0.01952,0.02204,0.00696,0.00649,0.00941
33.4640,0.00000,0.01733,0.00000,0.00000,0.00000,0.08822,0.04503,0.00000,0.00879,0.00000,0.00000,0.00000,0.00000,0.00000,0.07682,0.08449,0.00000,0.00000,0.00000,0.00000,0.07973,-0.01733,0.00941,0.10905,0.07801,-0.08822,-0.04503,0.03766,-0.00879,0.03047,0.01491,0.03728,0.06182,0.17059,-0.07682,-0.08449,0.03813,0.04103,0.20007,0.30107,0.02119,0.02145,0.00769,0.00556,0.00946
33.5027,0.00000,0.01872,0.00000,0.00000,0.00000,0.09380,0.04926,0.00000,0.01018,0.00000,0.00000,0.00000,0.00000,0.00000,0.07520,0.08408,0.00000,0.00000,0.00000,0.00000,0.07794,-0.01872,0.00727,0.10976,0.07702,-0.09380,-0.04926,0.04011,-0.01018,0.03339,0.01260,0.03676,0.06053,0.16612,-0.07520,-0.08408,0.03973,0.04462,0.19063,0.29006,0.02230,0.02039,0.00702,0.00455,0.00883
33.5415,0.00000,0.02071,0.00000,0.00000,0.00000,0.09867,0.05155,0.00000,0.01055,0.00000,0.00000,0.00000,0.00000,0.00000,0.07490,0.08415,0.00000,0.00000,0.00000,0.00000,0.07692,-0.02071,0.00565,0.11235,0.07632,-0.09867,-0.05155,0.04067,-0.01055,0.03485,0.01091,0.03638,0.05967,0.16307,-0.07490,-0.08415,0.03912,0.04678,0.18215,0.28099,0.02234,0.01997,0.00638,0.00427,0.00832
33.5810,0.00000,0.02188,0.00000,0.00000,0.00000,0.09908,0.05319,0.00000,0.01082,0.00000,0.00000,0.00000,0.00000,0.00000,0.07449,0.08316,0.00000,0.00000,0.00000,0.00000,0.07604,-0.02188,0.00542,0.11405,0.07522,-0.09908,-0.05319,0.04043,-0.01082,0.03547,0.00975,0.03612,0.05912,0.16098,-0.07449,-0.08316,0.03851,0.04900,0.17762,0.27490,0.02237,0.01948,0.00619,0.00341,0.00848
33.6169,0.00000,0.02227,0.00000,0.00000,0.00000,0.09686,0.05410,0.00000,0.01069,0.00000,0.00000,0.00000,0.00000,0.00000,0.07375,0.08175,0.00000,0.00000,0.00000,0.00000,0.07481,-0.02227,0.00576,0.11467,0.07407,-0.09686,-0.05410,0.04046,-0.01069,0.03573,0.00976,0.03608,0.05882,0.15969,-0.07375,-0.08175,0.03917,0.05164,0.17272,0.26477,0.02235,0.01899,0.00517,0.00140,0.00814
33.6603,0.00000,0.02205,0.00000,0.00000,0.00000,0.09475,0.05495,0.00000,0.01124,0.00000,0.00000,0.00000,0.00000,0.00000,0.07352,0.08175,0.00000,0.00000,0.00000,0.00000,0.07441,-0.02205,0.00656,0.11232,0.07324,-0.09475,-0.05495,0.04115,-0.01124,0.03654,0.00902,0.03595,0.05842,0.15900,-0.07352,-0.08175,0.04079,0.05398,0.17084,0.25959,0.02258,0.01847,0.00444,0.00024,0.00765
33.7046,0.00000,0.02207,0.00000,0.00000,0.00000,0.09138,0.05703,0.00000,0.01163,0.00000,0.00000,0.00000,0.00000,0.00000,0.07486,0.08422,0.00000,0.00000,0.00000,0.00000,0.07298,-0.02207,0.00723,0.10854,0.07195,-0.09138,-0.05703,0.04170,-0.01163,0.03719,0.00845,0.03561,0.05573,0.15888,-0.07486,-0.08422,0.04200,0.05580,0.17112,0.25793,0.02301,0.01792,0.00477,-0.00051,0.00805
33.7639,0.00000,0.02227,0.00000,0.00000,0.00000,0.09080,0.05688,0.00000,0.01187,0.00000,0.00000,0.00000,0.00000,0.00000,0.07508,0.08433,0.00000,0.00000,0.00000,0.00000,0.07254,-0.02227,0.00672,0.10825,0.07123,-0.09080,-0.05688,0.04123,-0.01187,0.03692,0.00813,0.03493,0.05444,0.15872,-0.07508,-0.08433,0.04093,0.05525,0.16881,0.25670,0.02274,0.01772,0.00459,-0.00085,0.00770
33.8035,0.00000,0.01745,0.00000,0.00000,0.00000,0.08634,0.06003,0.00000,0.01359,0.00000,0.00000,0.00000,0.00000,0.00000,0.07412,0.08237,0.00000,0.00000,0.02267,0.00000,0.06804,-0.01745,0.00280,0.11178,0.06759,-0.08634,-0.06003,0.03949,-0.01359,0.03511,0.00530,0.03227,0.05179,0.15694,-0.07412,-0.08237,0.03668,0.04936,-0.02267,0.04889,0.02257,0.01585,-0.05606,-0.00550,-0.05075
33.8435,0.00000,0.01464,0.00118,0.00000,0.00000,0.08198,0.06342,0.00000,0.01299,0.00000,0.00000,0.00000,0.00000,0.00000,0.07593,0.08352,0.00000,0.00000,0.07312,0.00557,0.06429,-0.01464,-0.00118,0.11489,0.06403,-0.08198,-0.06342,0.03644,-0.01299,0.03210,0.00521,0.02766,0.04704,0.15784,-0.07593,-0.08352,0.03197,0.04544,-0.07312,-0.00557,0.02287,0.01349,-0.06201,-0.00843,-0.05531
33.8837,0.00000,0.01347,0.00303,0.00000,0.00000,0.07888,0.06557,0.00000,0.01212,0.00000,0.00000,0.00000,0.00000,0.00000,0.07696,0.08436,0.00000,0.00000,0.05090,0.00000,0.06216,-0.01347,-0.00303,0.11741,0.06180,-0.07888,-0.06557,0.03479,-0.01212,0.03088,0.00510,0.02581,0.04485,0.15885,-0.07696,-0.08436,0.02930,0.04384,-0.05090,0.03267,0.02301,0.01383,-0.03791,-0.01041,-0.03594
33.9262,0.00000,0.01570,0.00336,0.00000,0.00000,0.08002,0.06198,0.00000,0.01428,0.00000,0.00000,0.00000,0.00000,0.00000,0.07737,0.08403,0.00000,0.00000,0.00000,0.00000,0.06235,-0.01570,-0.00336,0.11917,0.06425,-0.08002,-0.06198,0.03441,-0.01428,0.03045,0.00270,0.02748,0.04718,0.16038,-0.07737,-0.08403,0.03024,0.04417,0.03269,0.13943,0.02261,0.01178,-0.00574,-0.01487,-0.00586
33.9668,0.00000,0.01649,0.00225,0.00000,0.00000,0.07842,0.05942,0.00000,0.01702,0.00000,0.00000,0.00000,0.00000,0.00000,0.07658,0.08235,0.00000,0.00000,0.00000,0.00000,0.06353,-0.01649,-0.00225,0.12079,0.06575,-0.07842,-0.05942,0.03519,-0.01702,0.03147,0.00002,0.02974,0.04976,0.16130,-0.07658,-0.08235,0.03234,0.04546,0.10566,0.21497,0.02207,0.00994,0.00725,-0.01663,0.00972
34.0052,0.00000,0.01668,0.00086,0.00000,0.00000,0.07773,0.05661,0.00000,0.01994,0.00000,0.00244,0.00000,0.00000,0.00000,0.07518,0.08054,0.00000,0.00000,0.00000,0.00000,0.06612,-0.01668,-0.00086,0.12137,0.06888,-0.07773,-0.05661,0.03633,-0.01994,0.03254,-0.00244,0.03286,0.05312,0.16271,-0.07518,-0.08054,0.03630,0.04742,0.20510,0.31228,0.02180,0.00842,0.01871,-0.01656,0.02285
34.0450,0.00000,0.01654,0.00000,0.00000,0.00000,0.07695,0.05490,0.00000,0.02286,0.00000,0.00531,0.00000,0.00000,0.00000,0.07372,0.07868,0.00000,0.00000,0.00000,0.00000,0.06772,-0.01654,0.00003,0.12156,0.07043,-0.07695,-0.05490,0.03727,-0.02286,0.03345,-0.00531,0.03524,0.05559,0.16347,-0.07372,-0.07868,0.03905,0.04935,0.25053,0.35243,0.02171,0.00752,0.01921,-0.01608,0.02366
34.0856,0.00000,0.01590,0.00000,0.00000,0.00000,0.07670,0.05376,0.00000,0.02474,0.00000,0.00707,0.00000,0.00000,0.00000,0.07188,0.07677,0.00000,0.00000,0.00000,0.00000,0.06873,-0.01590,0.00030,0.12199,0.07155,-0.07670,-0.05376,0.03828,-0.02474,0.03434,-0.00707,0.03663,0.05707,0.16332,-0.07188,-0.07677,0.04156,0.05127,0.26675,0.36713,0.02163,0.00622,0.01785,-0.01573,0.02190
34.1249,0.00000,0.01545,0.00000,0.00000,0.00000,0.07514,0.05186,0.00000,0.02608,0.00000,0.00947,0.00000,0.00000,0.00000,0.06973,0.07443,0.00000,0.00000,0.00000,0.00000,0.06945,-0.01545,0.00045,0.12270,0.07345,-0.07514,-0.05186,0.03888,-0.02608,0.03542,-0.00947,0.03777,0.05854,0.16350,-0.06973,-0.07443,0.04249,0.05329,0.27949,0.37829,0.02167,0.00527,0.01710,-0.01621,0.02164
34.1639,0.00000,0.01472,0.00000,0.00000,0.00000,0.07367,0.04894,0.00000,0.02678,0.00000,0.01073,0.00000,0.00000,0.00000,0.06713,0.07153,0.00000,0.00000,0.00000,0.00000,0.06973,-0.01472,0.00065,0.12348,0.07518,-0.07367,-0.04894,0.03899,-0.02678,0.03573,-0.01073,0.03868,0.05947,0.16301,-0.06713,-0.07153,0.04248,0.05278,0.28117,0.37753,0.02183,-0.00435,0.01583,-0.01785,0.02015
34.2029,0.00000,0.01449,0.00000,0.00000,0.00000,0.07225,0.04532,0.00000,0.02782,0.00000,0.01146,0.00000,0.00000,0.00000,0.06513,0.06904,0.00000,0.00000,0.00000,0.00000,0.07026,-0.01449,0.00107,0.12418,0.07680,-0.07225,-0.04532,0.03901,-0.02782,0.03550,-0.01146,0.03946,0.06005,0.16297,-0.06513,-0.06904,0.04300,0.05158,0.27265,0.36180,0.02199,-0.03256,0.01544,-0.03300,0.01882
34.2429,0.00000,0.01433,0.00000,0.00000,0.00000,0.07162,0.04337,0.00000,0.02819,0.00000,0.01145,0.00000,0.00000,0.00000,0.06336,0.06716,0.00000,0.00000,0.00000,0.00000,0.07049,-0.01433,0.00167,0.12469,0.07750,-0.07162,-0.04337,0.03924,-0.02819,0.03563,-0.01145,0.04088,0.06092,0.16245,-0.06336,-0.06716,0.04386,0.05168,0.26751,0.35186,0.02192,-0.04150,0.01512,-0.04245,0.01785
34.2815,0.00000,0.01518,0.00000,0.00000,0.00000,0.07183,0.04188,0.00000,0.02849,0.00000,0.01151,0.00000,0.00000,0.00000,0.06311,0.06674,0.00000,0.00000,0.00000,0.00000,0.07134,-0.01518,0.00238,0.12483,0.07835,-0.07183,-0.04188,0.03937,-0.02849,0.03571,-0.01151,0.04162,0.06133,0.16198,-0.06311,-0.06674,0.04454,0.05172,0.26436,0.34665,0.02184,-0.04594,0.01509,-0.04757,0.01733
34.3220,0.00000,0.01483,0.00000,0.00000,0.00000,0.07188,0.04150,0.00000,0.02882,0.00000,0.01158,0.00000,0.00000,0.00000,0.06899,0.07384,0.00000,0.00000,0.00000,0.00000,0.07224,-0.01483,0.00286,0.12201,0.07888,-0.07188,-0.04150,0.03925,-0.02882,0.03554,-0.01158,0.04181,0.06138,0.16722,-0.06899,-0.07384,0.04453,0.05072,0.26718,0.34868,0.02183,-0.04722,0.01602,-0.05132,0.01792
34.3628,0.00000,0.01424,0.00000,0.00000,0.00000,0.07124,0.02915,0.00000,0.02948,0.00000,0.01129,0.00000,0.00000,0.00000,0.08513,0.08982,0.00000,0.00000,0.00000,0.00000,0.07317,-0.01424,0.00410,0.10497,0.08234,-0.07124,-0.02915,0.03939,-0.02948,0.03519,-0.01129,0.04111,0.06079,0.18070,-0.08513,-0.08982,0.04512,0.04821,0.26660,0.35065,0.02002,-0.04629,0.01649,-0.05194,0.01787
34.4032,0.00000,0.01495,0.00000,0.00000,0.00000,0.07714,0.01660,0.00000,0.02948,0.00000,0.01071,0.00000,0.00000,0.00000,0.10212,0.10758,0.00000,0.00000,0.00000,0.00000,0.07435,-0.01495,0.00640,0.08674,0.08792,-0.07714,-0.01660,0.03898,-0.02948,0.03413,-0.01071,0.04105,0.06095,0.19440,-0.10212,-0.10758,0.04480,0.04556,0.26712,0.35228,0.01699,-0.04600,0.01691,-0.05214,0.01795
34.4430,0.00000,0.02039,0.00000,0.00000,0.00000,0.08444,0.00742,0.00000,0.02903,0.00000,0.00979,0.00000,0.00000,0.00000,0.11347,0.11773,0.00000,0.00000,0.00000,0.00000,0.07815,-0.02039,0.00686,0.07485,0.09416,-0.08444,-0.00742,0.03841,-0.02903,0.03286,-0.00979,0.04109,0.06127,0.20329,-0.11347,-0.11773,0.04464,0.04295,0.27027,0.35415,0.01145,-0.04564,0.01726,-0.05253,0.01871
